name,description,price,tags,imageUrl,optionName,hidden,weight,prepaymentPercent,hideBuyBtn,bonusesPercent
"Скорость, время, расстояние","Тарқатма. ''Скорость, время, расстояние''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Синфи - 4. Электрон вариантдаги формати - PDF.",5000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/baf86700-e2de-11ea-bd0e-05715eb7d579.gif_1597925683677.gif,,,,,,
Adabiyot tarqatma 9-sinf,Тарқатма. ''Adabiyot tarqatma 9-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 9. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/b80eb490-e2de-11ea-bd0e-05715eb7d579.gif_1597925678811.gif,,,,,,
Adabiyot tarqatma 8-sinf,Тарқатма. ''Adabiyot tarqatma 8-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 8. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/b5d5b480-e2de-11ea-bd0e-05715eb7d579.gif_1597925675117.gif,,,,,,
Adabiyot tarqatma 7-sinf,Тарқатма. ''Adabiyot tarqatma 7-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 7. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/b2f8ac40-e2de-11ea-bd0e-05715eb7d579.gif_1597925670289.gif,,,,,,
Adabiyot tarqatma 6-sinf,Тарқатма. ''Adabiyot tarqatma 6-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/b0d7ef20-e2de-11ea-bd0e-05715eb7d579.gif_1597925666725.gif,,,,,,
Adabiyot tarqatma 5-sinf,Тарқатма. ''Adabiyot tarqatma 5-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/ae7239c0-e2de-11ea-bd0e-05715eb7d579.gif_1597925662683.gif,,,,,,
Ona tili tarqatma 9-sinf 1,Тарқатма. ''Ona tili tarqatma 9-sinf 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 9. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/ab6d5e30-e2de-11ea-bd0e-05715eb7d579.gif_1597925657627.gif,,,,,,
Ona tili tarqatma 8-sinf 1,Тарқатма. ''Ona tili tarqatma 8-sinf 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 8. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/a464d4b0-e2de-11ea-8c36-13e96ffbf515.gif_1597925645831.gif,,,,,,
Ona tili tarqatma 7-sinf 1,Тарқатма. ''Ona tili tarqatma 7-sinf 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 7. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/a2116ed0-e2de-11ea-8c36-13e96ffbf515.gif_1597925641912.gif,,,,,,
Ona tili tarqatma 6-sinf 1,Тарқатма. ''Ona tili tarqatma 6-sinf 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/9fb46c00-e2de-11ea-8c36-13e96ffbf515.gif_1597925637996.gif,,,,,,
Ona tili tarqatma 5-sinf 1,Тарқатма. ''Ona tili tarqatma 5-sinf 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/9dd6ab50-e2de-11ea-8c36-13e96ffbf515.gif_1597925634841.gif,,,,,,
Adabiyot tarqatma 5-sinf,Тарқатма. ''Adabiyot tarqatma 5-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,8000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/9bcf69a0-e2de-11ea-8c36-13e96ffbf515.gif_1597925631430.gif,,,,,,
Adabiyot tarqatma 5-sinf,Тарқатма. ''Adabiyot tarqatma 5-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,8000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/99da5060-e2de-11ea-8c36-13e96ffbf515.gif_1597925628211.gif,,,,,,
Adabiyot tarqatma 7-sinf,Тарқатма. ''Adabiyot tarqatma 7-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Синфи - 7. Электрон вариантдаги формати - PDF.,7000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/97d7a290-e2de-11ea-8c36-13e96ffbf515.gif_1597925624788.gif,,,,,,
Карточки по слогам,Тарқатма. ''Карточки по слогам''. Формат - А4 (оддий лист). Рангли. Ҳажми - 20 вароқ. Синфи - 1. Электрон вариантдаги формати - PDF.,20000,"с1эл, с1тай, эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/9501c640-e2de-11ea-8c36-13e96ffbf515.gif_1597925620087.gif,,,,,,
Карточки. Предложение. Текст,Тарқатма. ''Карточки. Предложение. Текст''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/9217c5b0-e2de-11ea-8c36-13e96ffbf515.gif_1597925615306.gif,,,,,,
Карточки. Фразеологизмы,Тарқатма. ''Карточки. Фразеологизмы''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/8fa78900-e2de-11ea-8c36-13e96ffbf515.gif_1597925611041.gif,,,,,,
Карточки. Чередование в корне,Тарқатма. ''Карточки. Чередование в корне''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,4000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/3f5c92b0-e2de-11ea-8c36-13e96ffbf515.gif_1597925476539.gif,,,,,,
Карточки. Заполнить пропущенные,Тарқатма. ''Карточки. Заполнить пропущенные''. Формат - А4 (оддий лист). Рангли. Ҳажми - 12 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,12000,"эл_рус, т_рус",,,,,,,
Карточки. Знаки препинания,Тарқатма. ''Карточки. Знаки препинания''. Формат - А4 (оддий лист). Рангли. Ҳажми - 12 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,12000,"эл_рус, т_рус",,,,,,,
Карточки математика 5-к,Тарқатма. ''Карточки математика 5-к''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,5000,"эл_мат, т_мат",https://storage.googleapis.com/exprintsalesbot1597642119253/2f515d60-e2de-11ea-8c36-13e96ffbf515.gif_1597925449381.gif,,,,,,
Азбука в слогах,Тарқатма. ''Азбука в слогах''. Формат - А4 (оддий лист). Рангли. Ҳажми - 14 вароқ. Синфи - 1. Электрон вариантдаги формати - PDF.,14000,"с1эл, с1тай, эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/2cd75cb0-e2de-11ea-8c36-13e96ffbf515.gif_1597925445309.gif,,,,,,
Tarqatma Geografiya s6-2,Тарқатма. ''Tarqatma Geografiya s6-2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,5000,"эл_геог, т_геог",https://storage.googleapis.com/exprintsalesbot1597642119253/29e7dde0-e2de-11ea-8c36-13e96ffbf515.gif_1597925440366.gif,,,,,,
Tarqatma Geografiya s6-1,Тарқатма. ''Tarqatma Geografiya s6-1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,10000,"эл_геог, т_геог",https://storage.googleapis.com/exprintsalesbot1597642119253/26af9640-e2de-11ea-8c36-13e96ffbf515.gif_1597925434974.gif,,,,,,
Fizika 7-sinf nazorat biletlari,Тарқатма. ''Fizika 7-sinf nazorat biletlari''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - 7. Электрон вариантдаги формати - PDF.,8000,"эл_физ, т_физ",https://storage.googleapis.com/exprintsalesbot1597642119253/2401db60-e2de-11ea-bd0e-05715eb7d579.gif_1597925430440.gif,,,,,,
Algebra 8-sinf,Тарқатма. ''Algebra 8-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - 8. Электрон вариантдаги формати - PDF.,6000,"эл_мат, т_мат",https://storage.googleapis.com/exprintsalesbot1597642119253/2144de40-e2de-11ea-8c36-13e96ffbf515.gif_1597925425922.gif,,,,,,
Algebra 7-sinf,Тарқатма. ''Algebra 7-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 11 вароқ. Синфи - 7. Электрон вариантдаги формати - PDF.,11000,"эл_мат, т_мат",https://storage.googleapis.com/exprintsalesbot1597642119253/1ed1bb60-e2de-11ea-8c36-13e96ffbf515.gif_1597925421763.gif,,,,,,
Algebra 6-sinf,Тарқатма. ''Algebra 6-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 11 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,11000,"эл_мат, т_мат",https://storage.googleapis.com/exprintsalesbot1597642119253/19add060-e2de-11ea-bd0e-05715eb7d579.gif_1597925413093.gif,,,,,,
Informatikadan tarqatma 7,Тарқатма. ''Informatikadan tarqatma 7''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,5000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/17455be0-e2de-11ea-bd0e-05715eb7d579.gif_1597925409050.gif,,,,,,
Ona tili tarqatmalar 6-sinf,Тарқатма. ''Ona tili tarqatmalar 6-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/14a1da30-e2de-11ea-bd0e-05715eb7d579.gif_1597925404679.gif,,,,,,
Ona tili tarqatmalar 5-sinf,Тарқатма. ''Ona tili tarqatmalar 5-sinf''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 5. Электрон вариантдаги формати - PDF.,10000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/11107610-e2de-11ea-bd0e-05715eb7d579.gif_1597925398641.gif,,,,,,
Tarqatmalar A4,Тарқатма. ''Tarqatmalar A4''. Формат - А4 (оддий лист). Рангли. Ҳажми - 29 вароқ. Синфи - Бошланғич. Электрон вариантдаги формати - PDF.,29000,"эл_мат, т_мат",https://storage.googleapis.com/exprintsalesbot1597642119253/0dacd8b0-e2de-11ea-bd0e-05715eb7d579.gif_1597925393056.gif,,,,,,
Информатика рус-2,Тарқатма. ''Информатика рус-2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/0aafec60-e2de-11ea-bd0e-05715eb7d579.gif_1597925387922.gif,,,,,,
Информатика рус-1,Тарқатма. ''Информатика рус-1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/0786bff0-e2de-11ea-bd0e-05715eb7d579.gif_1597925382677.gif,,,,,,
Informatikadan tarqatma 6,Тарқатма. ''Informatikadan tarqatma 6''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,7000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/042ce690-e2de-11ea-8c36-13e96ffbf515.gif_1597925377027.gif,,,,,,
Informatikadan tarqatma 5,Тарқатма. ''Informatikadan tarqatma 5''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/00b4d6d0-e2de-11ea-8c36-13e96ffbf515.gif_1597925371213.gif,,,,,,
Informatikadan tarqatma 4,Тарқатма. ''Informatikadan tarqatma 4''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/fdeba4b0-e2dd-11ea-8c36-13e96ffbf515.gif_1597925366601.gif,,,,,,
Informatikadan tarqatma 3,Тарқатма. ''Informatikadan tarqatma 3''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/f606c4f0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925353283.gif,,,,,,
Informatikadan tarqatma 2,Тарқатма. ''Informatikadan tarqatma 2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/ef6561b0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925342163.gif,,,,,,
Informatikadan tarqatma 1,Тарқатма. ''Informatikadan tarqatma 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/ec4ef9f0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925336998.gif,,,,,,
Алфавит в рисунках,Тарқатма. ''Алфавит в рисунках''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - 1. Электрон вариантдаги формати - PDF.,9000,"с1эл, с1тай, эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/e973ed80-e2dd-11ea-bd0e-05715eb7d579.gif_1597925332238.gif,,,,,,
Карточки азбуки,Тарқатма. ''Карточки азбуки''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - 1. Электрон вариантдаги формати - PDF.,10000,"с1эл, с1тай, эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/e6487720-e2dd-11ea-bd0e-05715eb7d579.gif_1597925326861.gif,,,,,,
Childrens Cards,Тарқатма. ''Childrens Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/e3515730-e2dd-11ea-bd0e-05715eb7d579.gif_1597925321876.gif,,,,,,
Want Cards,Тарқатма. ''Want Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,9000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/dfffbb30-e2dd-11ea-bd0e-05715eb7d579.gif_1597925316305.gif,,,,,,
Synonyms Cards,Тарқатма. ''Synonyms Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 16 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,16000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/ddd958c0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925312709.gif,,,,,,
Sports Cards,Тарқатма. ''Sports Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,8000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/db0c07f0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925308004.gif,,,,,,
5 Senses Cards,Тарқатма. ''5 Senses Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,9000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/d605b710-e2dd-11ea-bd0e-05715eb7d579.gif_1597925299579.gif,,,,,,
Season & Daytime Cards,Тарқатма. ''Season & Daytime Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/bb99a580-e2dd-11ea-8c36-13e96ffbf515.gif_1597925255299.gif,,,,,,
Movements Cards,Тарқатма. ''Movements Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,8000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/b8a91540-e2dd-11ea-8c36-13e96ffbf515.gif_1597925250331.gif,,,,,,
Preposition Cards,Тарқатма. ''Preposition Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,5000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/b609d950-e2dd-11ea-8c36-13e96ffbf515.gif_1597925245974.gif,,,,,,
Passive voice Cards,Тарқатма. ''Passive voice Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,7000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/b3a02c50-e2dd-11ea-8c36-13e96ffbf515.gif_1597925241884.gif,,,,,,
Opposite Cards,Тарқатма. ''Opposite Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 15 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,15000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/b117d3c0-e2dd-11ea-8c36-13e96ffbf515.gif_1597925237597.gif,,,,,,
Ocean Cards,Тарқатма. ''Ocean Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/adde2c90-e2dd-11ea-8c36-13e96ffbf515.gif_1597925232218.gif,,,,,,
Job Cards,Тарқатма. ''Job Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,13000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/a8704040-e2dd-11ea-8c36-13e96ffbf515.gif_1597925223136.gif,,,,,,
Health Cards,Тарқатма. ''Health Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,9000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/a5a53960-e2dd-11ea-8c36-13e96ffbf515.gif_1597925218428.gif,,,,,,
Emotion Cards,Тарқатма. ''Emotion Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/90419b90-e2dd-11ea-8c36-13e96ffbf515.gif_1597925182875.gif,,,,,,
Continents Cards,Тарқатма. ''Continents Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,9000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/85c10250-e2dd-11ea-8c36-13e96ffbf515.gif_1597925164909.gif,,,,,,
Class Cards,Тарқатма. ''Class Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 12 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,12000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/7a6dafc0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925145913.gif,,,,,,
Can Cards,Тарқатма. ''Can Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,9000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/775488e0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925140692.gif,,,,,,
ABC Cards,Тарқатма. ''ABC Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,8000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/74d16070-e2dd-11ea-bd0e-05715eb7d579.gif_1597925136483.gif,,,,,,
Tarqatma Inzliz tili 6,Тарқатма. ''Tarqatma Inzliz tili 6''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/70927e40-e2dd-11ea-bd0e-05715eb7d579.gif_1597925129357.gif,,,,,,
Tarqatma Inzliz tili 5,Тарқатма. ''Tarqatma Inzliz tili 5''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/6dedc410-e2dd-11ea-bd0e-05715eb7d579.gif_1597925124977.gif,,,,,,
Tarqatma Inzliz tili 4,Тарқатма. ''Tarqatma Inzliz tili 4''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/6ac979a0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925119716.gif,,,,,,
Tarqatma Inzliz tili 3,Тарқатма. ''Tarqatma Inzliz tili 3''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/5f312ed0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925100251.gif,,,,,,
Tarqatma Inzliz tili 2,Тарқатма. ''Tarqatma Inzliz tili 2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/5bea8f50-e2dd-11ea-bd0e-05715eb7d579.gif_1597925094748.gif,,,,,,
Tarqatma Inzliz tili 1,Тарқатма. ''Tarqatma Inzliz tili 1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,10000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/58c7a470-e2dd-11ea-bd0e-05715eb7d579.gif_1597925089476.gif,,,,,,
Colors&shapes,Тарқатма. ''Colors&shapes''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,8000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/5627cc40-e2dd-11ea-bd0e-05715eb7d579.gif_1597925085043.gif,,,,,,
Numbers,Тарқатма. ''Numbers''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,6000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/50303d90-e2dd-11ea-bd0e-05715eb7d579.gif_1597925075039.gif,,,,,,
Digraphs cards,Тарқатма. ''Digraphs cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,7000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/4de56330-e2dd-11ea-bd0e-05715eb7d579.gif_1597925071180.gif,,,,,,
Verb Cards,Тарқатма. ''Verb Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 15 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,15000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/4b9bc150-e2dd-11ea-bd0e-05715eb7d579.gif_1597925067352.gif,,,,,,
English Cards,Тарқатма. ''English Cards''. Формат - А4 (оддий лист). Рангли. Ҳажми - 11 вароқ. Синфи - белгиланмаган. Электрон вариантдаги формати - PDF.,11000,"эл_инг, т_инг",https://storage.googleapis.com/exprintsalesbot1597642119253/495cf4e0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925063589.gif,,,,,,
Tarqatma Vatan tuyg'usi s6-2,Тарқатма. ''Tarqatma Vatan tuyg'usi s6-2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,13000,"эл_миг, т_миг",https://storage.googleapis.com/exprintsalesbot1597642119253/469f5b80-e2dd-11ea-bd0e-05715eb7d579.gif_1597925059040.gif,,,,,,
Tarqatma Vatan tuyg'usi s6-1,Тарқатма. ''Tarqatma Vatan tuyg'usi s6-1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,13000,"эл_миг, т_миг",https://storage.googleapis.com/exprintsalesbot1597642119253/435f4bb0-e2dd-11ea-bd0e-05715eb7d579.gif_1597925053571.gif,,,,,,
Tarqatma Jismoniy tarbiya s6-2,Тарқатма. ''Tarqatma Jismoniy tarbiya s6-2''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Синфи - 6. Электрон вариантдаги формати - PDF.,13000,"эл_жисм, т_жисм",https://storage.googleapis.com/exprintsalesbot1597642119253/402f8f90-e2dd-11ea-bd0e-05715eb7d579.gif_1597925048260.gif,,,,,,
Tarqatma Jismoniy tarbiya s4-1,Тарқатма. ''Tarqatma Jismoniy tarbiya s4-1''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Синфи - 4. Электрон вариантдаги формати - PDF.,13000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/3d850900-e2dd-11ea-8c36-13e96ffbf515.gif_1597925043885.gif,,,,,,
