name,description,price,tags,imageUrl,optionName,hidden,weight,prepaymentPercent,hideBuyBtn,bonusesPercent
День здоровья,Сценарий. ''День здоровья''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/91b68410-e3a8-11ea-bd0e-05715eb7d579.gif_1598012372798.gif,,,,,,
Мой весёлый звонкий мяч,Сценарий. ''Мой весёлый звонкий мяч''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/8e206500-e3a8-11ea-bd0e-05715eb7d579.gif_1598012366791.gif,,,,,,
Весёлый стадион,Сценарий. ''Весёлый стадион''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/8a6a3ad0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012360552.gif,,,,,,
"Сильные, смелые, ловкие","Сценарий. ''Сильные, смелые, ловкие''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.",4000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/8714ce40-e3a8-11ea-bd0e-05715eb7d579.gif_1598012355015.gif,,,,,,
Зима спортивная,Сценарий. ''Зима спортивная''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/8420e2a0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012350004.gif,,,,,,
День защиты детей,Сценарий. ''День защиты детей''. Формат - А4 (оддий лист). Рангли. Ҳажми - 13 вароқ. Электрон вариантдаги формати - PDF.,13000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/7d450e70-e3a8-11ea-8c36-13e96ffbf515.gif_1598012338536.gif,,,,,,
"А ну-ка, бабушки, а ну-ка, дедушки!","Сценарий. ''А ну-ка, бабушки, а ну-ка, дедушки!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.",10000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/78ae6f50-e3a8-11ea-8c36-13e96ffbf515.gif_1598012330824.gif,,,,,,
Сергей Есенин,Сценарий. ''Сергей Есенин''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.,10000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/73857b40-e3a8-11ea-8c36-13e96ffbf515.gif_1598012322209.gif,,,,,,
Hilpira bayrog'im,Сценарий. ''Hilpira bayrog'im''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/6deb4ed0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012312730.gif,,,,,,
Нептун сув сайли,Сценарий. ''Нептун сув сайли''. Формат - А4 (оддий лист). Рангли. Ҳажми - 12 вароқ. Электрон вариантдаги формати - PDF.,12000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/6b1f3680-e3a8-11ea-bd0e-05715eb7d579.gif_1598012308072.gif,,,,,,
"Ҳайр боғча, салом мактаб","Сценарий. ''Ҳайр боғча, салом мактаб''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.",8000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/68469b10-e3a8-11ea-8c36-13e96ffbf515.gif_1598012303327.gif,,,,,,
Til – millatning ko`zgusi,Сценарий. ''Til – millatning ko`zgusi''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/64a46e10-e3a8-11ea-8c36-13e96ffbf515.gif_1598012297201.gif,,,,,,
Til bayrami,Сценарий. ''Til bayrami''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Электрон вариантдаги формати - PDF.,9000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/618d6a10-e3a8-11ea-8c36-13e96ffbf515.gif_1598012292054.gif,,,,,,
Mehnati elda aziz ustozim!,Сценарий. ''Mehnati elda aziz ustozim!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/5e838570-e3a8-11ea-8c36-13e96ffbf515.gif_1598012286933.gif,,,,,,
Matematika,Сценарий. ''Matematika''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.,10000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/5b87f8b0-e3a8-11ea-8c36-13e96ffbf515.gif_1598012281978.gif,,,,,,
Baxtimiz qomusi,Сценарий. ''Baxtimiz qomusi''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай, эл_миг, т_миг",https://storage.googleapis.com/exprintsalesbot1597642119253/54847840-e3a8-11ea-bd0e-05715eb7d579.gif_1598012270128.gif,,,,,,
Xotira kuni,Сценарий. ''Xotira kuni''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай, эл_миг, т_миг",https://storage.googleapis.com/exprintsalesbot1597642119253/51ce31e0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012265573.gif,,,,,,
Сказка по ПДД,Сценарий. ''Сказка по ПДД''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с2эл, с2тай",https://storage.googleapis.com/exprintsalesbot1597642119253/4eec2090-e3a8-11ea-bd0e-05715eb7d579.gif_1598012260741.gif,,,,,,
Праздник вежливости,Сценарий. ''Праздник вежливости''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"с2эл, с2тай",https://storage.googleapis.com/exprintsalesbot1597642119253/4cc71db0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012257134.gif,,,,,,
Нам без дружбы не прожить,Сценарий. ''Нам без дружбы не прожить''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"с3эл, с3тай",https://storage.googleapis.com/exprintsalesbot1597642119253/4a94fb70-e3a8-11ea-bd0e-05715eb7d579.gif_1598012253454.gif,,,,,,
Математики страна,Сценарий. ''Математики страна''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/4887ed60-e3a8-11ea-bd0e-05715eb7d579.gif_1598012250060.gif,,,,,,
День открытых дверей,Сценарий. ''День открытых дверей''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/44a29ce0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012243489.gif,,,,,,
Амир Темур,Сценарий. ''Амир Темур''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/41f04e20-e3a8-11ea-bd0e-05715eb7d579.gif_1598012238970.gif,,,,,,
Zulfiya,Сценарий. ''Zulfiya''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/3f4d41a0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012234542.gif,,,,,,
"Ta'zim sizga, ustoslar!","Сценарий. ''Ta'zim sizga, ustoslar!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.",5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/28099930-e3a8-11ea-bd0e-05715eb7d579.gif_1598012195501.gif,,,,,,
"Sizga ta’zim, sizga ehtirom!","Сценарий. ''Sizga ta’zim, sizga ehtirom!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Электрон вариантдаги формати - PDF.",9000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/17677b10-e3a8-11ea-8c36-13e96ffbf515.gif_1598012167621.gif,,,,,,
"Yagonasan, muqaddas vatanim","Сценарий. ''Yagonasan, muqaddas vatanim''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.",7000,"мустэлбош, мустайбош, эл_муст5-7, т_муст5-7, эл_муст8-9, т_муст8-9, эл_муст10-11, т_муст10-11",,,,,,,
Mehrjon bayrami,Сценарий. ''Mehrjon bayrami''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/0d089aa0-e3a8-11ea-8c36-13e96ffbf515.gif_1598012150211.gif,,,,,,
Til – millatning ruhidir,Сценарий. ''Til – millatning ruhidir''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/0a9a0ba0-e3a8-11ea-8c36-13e96ffbf515.gif_1598012146153.gif,,,,,,
Informatika viktorinasi,Сценарий. ''Informatika viktorinasi ''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_инф, т_инф",https://storage.googleapis.com/exprintsalesbot1597642119253/074625b0-e3a8-11ea-8c36-13e96ffbf515.gif_1598012140591.gif,,,,,,
Праздник Навруз,Сценарий. ''Праздник Навруз''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/04545cf0-e3a8-11ea-bd0e-05715eb7d579.gif_1598012135602.gif,,,,,,
Праздник семьи,Сценарий. ''Праздник семьи''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/f7a2b2e0-e3a7-11ea-8c36-13e96ffbf515.gif_1598012114304.gif,,,,,,
Алишер Навои,Сценарий. ''Алишер Навои''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/f4e03780-e3a7-11ea-8c36-13e96ffbf515.gif_1598012109793.gif,,,,,,
День памяти и почестей,Сценарий. ''День памяти и почестей''. Формат - А4 (оддий лист). Рангли. Ҳажми - 12 вароқ. Электрон вариантдаги формати - PDF.,12000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/f1e87b50-e3a7-11ea-8c36-13e96ffbf515.gif_1598012104740.gif,,,,,,
Мамы всякие нужны,Сценарий. ''Мамы всякие нужны''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/ef3bf8f0-e3a7-11ea-8c36-13e96ffbf515.gif_1598012100211.gif,,,,,,
Navro‘z – bahor bayrami,Сценарий. ''Navro‘z – bahor bayrami''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"с3эл, с3тай",https://storage.googleapis.com/exprintsalesbot1597642119253/e33730b0-e3a7-11ea-bd0e-05715eb7d579.gif_1598012080049.gif,,,,,,
"Hayr, Maktabim!","Сценарий. ''Hayr, Maktabim!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.",6000,"мак_доктайюк, мак_докэлюк",https://storage.googleapis.com/exprintsalesbot1597642119253/e0683230-e3a7-11ea-bd0e-05715eb7d579.gif_1598012075328.gif,,,,,,
Vatan himoyachilari,Сценарий. ''Vatan himoyachilari''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/d9129a20-e3a7-11ea-bd0e-05715eb7d579.gif_1598012063028.gif,,,,,,
Конституция - наш закон,Сценарий. ''Конституция - наш закон''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/c5cb9ac0-e3a7-11ea-bd0e-05715eb7d579.gif_1598012030678.gif,,,,,,
Ustozlar kuni,Сценарий. ''Ustozlar kuni''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"с1эл, с2эл, с3эл, с4эл, с1тай, с2тай, с3тай, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/c012e9d0-e3a7-11ea-bd0e-05715eb7d579.gif_1598012021189.gif,,,,,,
Amir Temur,Сценарий. ''Amir Temur''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/bcb2f5f0-e3a7-11ea-bd0e-05715eb7d579.gif_1598012015415.gif,,,,,,
Navoiy tavalludiga,Сценарий. ''Navoiy tavalludiga''. Формат - А4 (оддий лист). Рангли. Ҳажми - 11 вароқ. Электрон вариантдаги формати - PDF.,11000,"эл_она, т_она",https://storage.googleapis.com/exprintsalesbot1597642119253/b92bf210-e3a7-11ea-bd0e-05715eb7d579.gif_1598012009548.gif,,,,,,
Новогодняя игра,Сценарий. ''Новогодняя игра''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b69d7f00-e3a7-11ea-bd0e-05715eb7d579.gif_1598012005318.gif,,,,,,
Новогодний карнавал,Сценарий. ''Новогодний карнавал''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b380fcc0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011999990.gif,,,,,,
КВН по русскому и математике,Сценарий. ''КВН по русскому и математике''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b0928f60-e3a7-11ea-bd0e-05715eb7d579.gif_1598011995060.gif,,,,,,
Какое прекрасное слово,Сценарий. ''Какое прекрасное слово''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/9340ea10-e3a7-11ea-8c36-13e96ffbf515.gif_1598011945915.gif,,,,,,
Все цветы на свете вам,Сценарий. ''Все цветы на свете вам''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/905737a0-e3a7-11ea-8c36-13e96ffbf515.gif_1598011941045.gif,,,,,,
Экологическое ассорти,Сценарий. ''Экологическое ассорти''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.,10000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/8d0d8ae0-e3a7-11ea-8c36-13e96ffbf515.gif_1598011935550.gif,,,,,,
Школа светофорных наук,Сценарий. ''Школа светофорных наук''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/88f36ec0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011928619.gif,,,,,,
Береги природу!,Сценарий. ''Береги природу!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Электрон вариантдаги формати - PDF.,9000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/8638bb90-e3a7-11ea-bd0e-05715eb7d579.gif_1598011924050.gif,,,,,,
Счастливый случай,Сценарий. ''Счастливый случай''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.,10000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/83e02590-e3a7-11ea-bd0e-05715eb7d579.gif_1598011920108.gif,,,,,,
Путешествие в сказку,Сценарий. ''Путешествие в сказку''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/7fe159a0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011913422.gif,,,,,,
Прощание с 4-классом,Сценарий. ''Прощание с 4-классом''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/7d1875a0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011908713.gif,,,,,,
"Прощай, начальная школа!","Сценарий. ''Прощай, начальная школа!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.",7000,"с4эл, с4тай",https://storage.googleapis.com/exprintsalesbot1597642119253/79f6ea50-e3a7-11ea-bd0e-05715eb7d579.gif_1598011903452.gif,,,,,,
Праздник смеха,Сценарий. ''Праздник смеха''. Формат - А4 (оддий лист). Рангли. Ҳажми - 16 вароқ. Электрон вариантдаги формати - PDF.,16000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/77237f00-e3a7-11ea-bd0e-05715eb7d579.gif_1598011898808.gif,,,,,,
Праздник красок,Сценарий. ''Праздник красок''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/32d2f0b0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011784135.gif,,,,,,
Полна загадок чудесница природа,Сценарий. ''Полна загадок чудесница природа''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/3007c2c0-e3a7-11ea-bd0e-05715eb7d579.gif_1598011779434.gif,,,,,,
Поиграем,Сценарий. ''Поиграем''. Формат - А4 (оддий лист). Рангли. Ҳажми - 9 вароқ. Электрон вариантдаги формати - PDF.,9000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/2d515550-e3a7-11ea-bd0e-05715eb7d579.gif_1598011774941.gif,,,,,,
Поиграем мы в театр,Сценарий. ''Поиграем мы в театр''. Формат - А4 (оддий лист). Рангли. Ҳажми - 16 вароқ. Электрон вариантдаги формати - PDF.,16000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/299bc760-e3a7-11ea-8c36-13e96ffbf515.gif_1598011768782.gif,,,,,,
Спортивная семья,Сценарий. ''Спортивная семья''. Формат - А4 (оддий лист). Рангли. Ҳажми - 3 вароқ. Электрон вариантдаги формати - PDF.,3000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/26df6680-e3a7-11ea-bd0e-05715eb7d579.gif_1598011764040.gif,,,,,,
"Папа, мама и я - читающая семья","Сценарий. ''Папа, мама и я - читающая семья''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.",7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/247c7040-e3a7-11ea-bd0e-05715eb7d579.gif_1598011760062.gif,,,,,,
Новый год,Сценарий. ''Новый год''. Формат - А4 (оддий лист). Рангли. Ҳажми - 10 вароқ. Электрон вариантдаги формати - PDF.,10000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/135ee090-e3a7-11ea-bd0e-05715eb7d579.gif_1598011731351.gif,,,,,,
Не в бровь а в глаз!,Сценарий. ''Не в бровь а в глаз!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/10886800-e3a7-11ea-bd0e-05715eb7d579.gif_1598011726563.gif,,,,,,
Мамин день,Сценарий. ''Мамин день''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/0e103c10-e3a7-11ea-bd0e-05715eb7d579.gif_1598011722450.gif,,,,,,
Играем вместе,Сценарий. ''Играем вместе''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/0b4e8400-e3a7-11ea-bd0e-05715eb7d579.gif_1598011717816.gif,,,,,,
Золотая волщебница осень,Сценарий. ''Золотая волщебница осень''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/00a469c0-e3a7-11ea-8c36-13e96ffbf515.gif_1598011700013.gif,,,,,,
Зимушка-зима,Сценарий. ''Зимушка-зима''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/fdf35380-e3a6-11ea-8c36-13e96ffbf515.gif_1598011695382.gif,,,,,,
Здравствуй праздник!,Сценарий. ''Здравствуй праздник!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/fb5ace50-e3a6-11ea-bd0e-05715eb7d579.gif_1598011691066.gif,,,,,,
Здравствуй весна!,Сценарий. ''Здравствуй весна!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/f7838790-e3a6-11ea-8c36-13e96ffbf515.gif_1598011684590.gif,,,,,,
Дружба начинается с улыбки,Сценарий. ''Дружба начинается с улыбки''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/f45ad050-e3a6-11ea-8c36-13e96ffbf515.gif_1598011679313.gif,,,,,,
Дружба и годы,Сценарий. ''Дружба и годы''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/eed0d080-e3a6-11ea-8c36-13e96ffbf515.gif_1598011669998.gif,,,,,,
День птиц,Сценарий. ''День птиц''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/eba33740-e3a6-11ea-8c36-13e96ffbf515.gif_1598011664719.gif,,,,,,
День защитника Отечества,Сценарий. ''День защитника Отечества''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/e8b0ab30-e3a6-11ea-bd0e-05715eb7d579.gif_1598011659722.gif,,,,,,
Встреча весны,Сценарий. ''Встреча весны''. Формат - А4 (оддий лист). Рангли. Ҳажми - 6 вароқ. Электрон вариантдаги формати - PDF.,6000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/e6409590-e3a6-11ea-bd0e-05715eb7d579.gif_1598011655628.gif,,,,,,
Вперед мужчины!,Сценарий. ''Вперед мужчины!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 5 вароқ. Электрон вариантдаги формати - PDF.,5000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/e3ef5290-e3a6-11ea-bd0e-05715eb7d579.gif_1598011651773.gif,,,,,,
Без друзей меня чуть-чуть,Сценарий. ''Без друзей меня чуть-чуть''. Формат - А4 (оддий лист). Рангли. Ҳажми - 4 вароқ. Электрон вариантдаги формати - PDF.,4000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b8854740-e3a6-11ea-8c36-13e96ffbf515.gif_1598011578915.gif,,,,,,
А ну-ка девочки!,Сценарий. ''А ну-ка девочки!''. Формат - А4 (оддий лист). Рангли. Ҳажми - 7 вароқ. Электрон вариантдаги формати - PDF.,7000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b5e71cc0-e3a6-11ea-8c36-13e96ffbf515.gif_1598011574613.gif,,,,,,
Праздник милым мамам,Сценарий. ''Праздник милым мамам''. Формат - А4 (оддий лист). Рангли. Ҳажми - 8 вароқ. Электрон вариантдаги формати - PDF.,8000,"эл_рус, т_рус",https://storage.googleapis.com/exprintsalesbot1597642119253/b335b860-e3a6-11ea-8c36-13e96ffbf515.gif_1598011570383.gif,,,,,,
